HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.tweet,Answer.sentiment,Answer.subphrases,Answer.tweet_id,Answer.tweet_text,Approve,Reject
280LKH1Q6SVUTJVYKPL6V5OB2AEK1V,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2TS11K274J7D5SJWZ7E4GUXFRPIFDS,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:02:58 GMT 2014,Wed Jan 15 15:03:17 GMT 2014,Thu Jan 16 07:03:17 PST 2014,Wed Jan 15 07:05:38 PST 2014,,,19,100% (100/100),100% (100/100),100% (100/100),3015059,"Ha. Yeah, I'm totally deleting my Tumblr after tonight. Can't listen to the fandom anymore.",negative,eennnnnnnnnnnnn,3015059,"Ha. Yeah, I'm totally deleting my Tumblr after tonight. Can't listen to the fandom anymore.",,
280LKH1Q6SVUTJVYKPL6V5OB2AEK1V,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2KYX3YOCCF0GA77NNS9NSIXYVG7SRY,AS809NPDW8VZ0,Approved,Wed Jan 15 16:38:32 GMT 2014,Wed Jan 15 16:39:42 GMT 2014,Thu Jan 16 08:39:42 PST 2014,Wed Jan 15 08:50:20 PST 2014,,,70,100% (79/79),100% (79/79),100% (79/79),3015059,"Ha. Yeah, I'm totally deleting my Tumblr after tonight. Can't listen to the fandom anymore.",negative,aannnnnnnnnnnnn,3015059,"Ha. Yeah, I'm totally deleting my Tumblr after tonight. Can't listen to the fandom anymore.",,
280LKH1Q6SVUTJVYKPL6V5OB2AEK1V,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2X9MVHVKCJ05MMPX2IY9UQW6GK957E,A1C2LRGS40747I,Approved,Wed Jan 15 17:06:00 GMT 2014,Wed Jan 15 17:08:33 GMT 2014,Thu Jan 16 09:08:33 PST 2014,Wed Jan 15 09:15:45 PST 2014,,,153,100% (60/60),100% (60/60),100% (60/60),3015059,"Ha. Yeah, I'm totally deleting my Tumblr after tonight. Can't listen to the fandom anymore.",negative,aaaaaaaaannaaaa,3015059,"Ha. Yeah, I'm totally deleting my Tumblr after tonight. Can't listen to the fandom anymore.",,
2902KYEPLSPBQM8C4VA3YAHQLOQVPV,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,2IBHSTLB3L0JWLW8MAAETREVTHHUIK,A13I8GYETPZSZW,Approved,Wed Jan 15 18:07:04 GMT 2014,Wed Jan 15 18:07:19 GMT 2014,Thu Jan 16 10:07:19 PST 2014,Thu Jan 16 01:06:28 PST 2014,,,15,100% (20/20),100% (20/20),100% (20/20),3657468,Funny how much beef I got for posting that Obama bush pic on Facebook lol no one asked ur opinion,positive,ppppppppppppppppppppppppp,3657468,Funny how much beef I got for posting that Obama bush pic on Facebook lol no one asked ur opinion,,
2902KYEPLSPBQM8C4VA3YAHQLOQVPV,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,2Z8SNTL0XULV1PG1H2DMNX5F4J3N1J,AS809NPDW8VZ0,Approved,Wed Jan 15 16:15:21 GMT 2014,Wed Jan 15 16:15:54 GMT 2014,Thu Jan 16 08:15:54 PST 2014,Wed Jan 15 08:20:38 PST 2014,,,33,100% (79/79),100% (79/79),100% (79/79),3657468,Funny how much beef I got for posting that Obama bush pic on Facebook lol no one asked ur opinion,neutral,paaaaaaaaaaaaaannnnn,3657468,Funny how much beef I got for posting that Obama bush pic on Facebook lol no one asked ur opinion,,
2902KYEPLSPBQM8C4VA3YAHQLOQVPV,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,28L3DHJHP4BHYM3UW7IS79X3VFJ3WG,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:30:06 GMT 2014,Wed Jan 15 15:30:36 GMT 2014,Thu Jan 16 07:30:36 PST 2014,Wed Jan 15 07:34:38 PST 2014,,,30,100% (100/100),100% (100/100),100% (100/100),3657468,Funny how much beef I got for posting that Obama bush pic on Facebook lol no one asked ur opinion,negative,nnnnnneeeeeeeennnnnn,3657468,Funny how much beef I got for posting that Obama bush pic on Facebook lol no one asked ur opinion,,
2902KYEPLSPBQM8C4VA3YAHQLOQVPV,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,2BHC6SK9RJ89915PCGDAKPMO32VS4N,A2HR7ZIX42FEPG,Approved,Wed Jan 15 18:11:39 GMT 2014,Wed Jan 15 18:12:04 GMT 2014,Thu Jan 16 10:12:04 PST 2014,Thu Jan 16 01:06:25 PST 2014,,,25,100% (59/59),100% (59/59),100% (59/59),3657468,Funny how much beef I got for posting that Obama bush pic on Facebook lol no one asked ur opinion,negative,nnnneeeeeeeeeennnnnn,3657468,Funny how much beef I got for posting that Obama bush pic on Facebook lol no one asked ur opinion,,
2TOSK9RJ85O33117K91PWOOQCCS6UC,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,280TNKIMZSM95H4I0ND0ZGVFIUZZCZ,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:05:54 GMT 2014,Wed Jan 15 15:08:19 GMT 2014,Thu Jan 16 07:08:19 PST 2014,Wed Jan 15 07:13:13 PST 2014,,,145,100% (100/100),100% (100/100),100% (100/100),3632762,For Sale iPhone 5s Gold Series Apple International Warranty 16Gb and 32Gb are available. Contact for price,neutral,eeeeeeeeeeeeeeeee,3632762,For Sale iPhone 5s Gold Series Apple International Warranty 16Gb and 32Gb are available. Contact for price,,
2TOSK9RJ85O33117K91PWOOQCCS6UC,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,28L3DHJHP4BHYM3UW7IS79X3VFUW3K,A1C2LRGS40747I,Approved,Wed Jan 15 18:06:31 GMT 2014,Wed Jan 15 18:07:00 GMT 2014,Thu Jan 16 10:07:00 PST 2014,Thu Jan 16 01:06:31 PST 2014,,,29,100% (60/60),100% (60/60),100% (60/60),3632762,For Sale iPhone 5s Gold Series Apple International Warranty 16Gb and 32Gb are available. Contact for price,neutral,eeaaaaaaaaaaaaaaa,3632762,For Sale iPhone 5s Gold Series Apple International Warranty 16Gb and 32Gb are available. Contact for price,,
2TOSK9RJ85O33117K91PWOOQCCS6UC,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2W6GOOGQSCMA3CXSQD9U4U00320FF5,AS809NPDW8VZ0,Approved,Wed Jan 15 15:51:18 GMT 2014,Wed Jan 15 15:52:10 GMT 2014,Thu Jan 16 07:52:10 PST 2014,Wed Jan 15 07:55:55 PST 2014,,,52,100% (79/79),100% (79/79),100% (79/79),3632762,For Sale iPhone 5s Gold Series Apple International Warranty 16Gb and 32Gb are available. Contact for price,positive,aaaaaaapppppppeee,3632762,For Sale iPhone 5s Gold Series Apple International Warranty 16Gb and 32Gb are available. Contact for price,,
2TOSK9RJ85O33117K91PWOOQCCS6UC,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2SCMN9U8P9Y7TVJMVHUS4YIMFVJEVK,A2HR7ZIX42FEPG,Approved,Wed Jan 15 18:10:57 GMT 2014,Wed Jan 15 18:11:10 GMT 2014,Thu Jan 16 10:11:10 PST 2014,Thu Jan 16 01:06:27 PST 2014,,,13,100% (59/59),100% (59/59),100% (59/59),3632762,For Sale iPhone 5s Gold Series Apple International Warranty 16Gb and 32Gb are available. Contact for price,neutral,aaaaaaaaaaaaapnnn,3632762,For Sale iPhone 5s Gold Series Apple International Warranty 16Gb and 32Gb are available. Contact for price,,
2UKAC9KSSZV1I4DU3TLK0OYGUGSK2C,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,27MLRGNTBJ3Q7FKVDOYNG2KHQL18UF,A2HR7ZIX42FEPG,Approved,Wed Jan 15 15:50:51 GMT 2014,Wed Jan 15 15:51:05 GMT 2014,Thu Jan 16 07:51:05 PST 2014,Wed Jan 15 07:55:53 PST 2014,,,14,100% (59/59),100% (59/59),100% (59/59),4768272,Every time I read iPhone autocorrects I end up crying of laughter. It never fails.,positive,ppppppppppppppp,4768272,Every time I read iPhone autocorrects I end up crying of laughter. It never fails.,,
2UKAC9KSSZV1I4DU3TLK0OYGUGSK2C,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,2HSG5R98D8J7GGUMQRKN8CG31OXUEY,A2HWGRZK6CLVRB,Approved,Wed Jan 15 15:11:08 GMT 2014,Wed Jan 15 15:12:06 GMT 2014,Thu Jan 16 07:12:06 PST 2014,Wed Jan 15 07:13:23 PST 2014,,,58,100% (8/8),100% (8/8),100% (8/8),4768272,Every time I read iPhone autocorrects I end up crying of laughter. It never fails.,positive,eeeeeeppppppppp,4768272,Every time I read iPhone autocorrects I end up crying of laughter. It never fails.,,
2UKAC9KSSZV1I4DU3TLK0OYGUGSK2C,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,2RGVR14IXKO66BP7CBNAGX3Y3ORA9U,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:33:26 GMT 2014,Wed Jan 15 15:33:45 GMT 2014,Thu Jan 16 07:33:45 PST 2014,Wed Jan 15 07:36:54 PST 2014,,,19,100% (100/100),100% (100/100),100% (100/100),4768272,Every time I read iPhone autocorrects I end up crying of laughter. It never fails.,positive,eeeeeeppppppppp,4768272,Every time I read iPhone autocorrects I end up crying of laughter. It never fails.,,
2UKAC9KSSZV1I4DU3TLK0OYGUGSK2C,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,21Z0G5R98D8NOX1XURJTXYCGIYSTDG,AS809NPDW8VZ0,Approved,Wed Jan 15 15:58:27 GMT 2014,Wed Jan 15 15:59:42 GMT 2014,Thu Jan 16 07:59:42 PST 2014,Wed Jan 15 08:02:31 PST 2014,,,75,100% (79/79),100% (79/79),100% (79/79),4768272,Every time I read iPhone autocorrects I end up crying of laughter. It never fails.,positive,aaaaaaaaanapppn,4768272,Every time I read iPhone autocorrects I end up crying of laughter. It never fails.,,
2XANTL0XULRK8VY91LDD75FPEL1O2Z,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,2RQW2GTP9RABD7JCZ50Y2OF7FV0UPK,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:32:39 GMT 2014,Wed Jan 15 15:32:54 GMT 2014,Thu Jan 16 07:32:54 PST 2014,Wed Jan 15 07:36:55 PST 2014,,,15,100% (100/100),100% (100/100),100% (100/100),1064695,Eeew the new Twitter for Iphone sucks,negative,nnnnnnn,1064695,Eeew the new Twitter for Iphone sucks,,
2XANTL0XULRK8VY91LDD75FPEL1O2Z,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,209M8JIA0RYR4BPDHJD0FBMJ86V506,A2HWGRZK6CLVRB,Approved,Wed Jan 15 15:09:12 GMT 2014,Wed Jan 15 15:09:41 GMT 2014,Thu Jan 16 07:09:41 PST 2014,Wed Jan 15 07:13:14 PST 2014,,,29,100% (8/8),100% (8/8),100% (8/8),1064695,Eeew the new Twitter for Iphone sucks,negative,nepeenn,1064695,Eeew the new Twitter for Iphone sucks,,
2XANTL0XULRK8VY91LDD75FPEL1O2Z,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,2BC274J79KQ0R3VD25LXPCD4K9YGI2,A1C2LRGS40747I,Approved,Wed Jan 15 17:10:51 GMT 2014,Wed Jan 15 17:14:43 GMT 2014,Thu Jan 16 09:14:43 PST 2014,Wed Jan 15 09:23:42 PST 2014,,,232,100% (60/60),100% (60/60),100% (60/60),1064695,Eeew the new Twitter for Iphone sucks,negative,aaaaaan,1064695,Eeew the new Twitter for Iphone sucks,,
2XANTL0XULRK8VY91LDD75FPEL1O2Z,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,2P3NFSVGULF7U7FM4M71PS3NDZ08MP,AS809NPDW8VZ0,Approved,Wed Jan 15 16:24:20 GMT 2014,Wed Jan 15 16:25:05 GMT 2014,Thu Jan 16 08:25:05 PST 2014,Wed Jan 15 08:26:17 PST 2014,,,45,100% (79/79),100% (79/79),100% (79/79),1064695,Eeew the new Twitter for Iphone sucks,negative,aaaaaan,1064695,Eeew the new Twitter for Iphone sucks,,
2G151RYQM3EPBP92O7KG4FTE1RKZ0S,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,20V9Z0B6UTOAE61LQSMRUGPW78VOZY,A13I8GYETPZSZW,Approved,Wed Jan 15 18:03:16 GMT 2014,Wed Jan 15 18:03:40 GMT 2014,Thu Jan 16 10:03:40 PST 2014,Thu Jan 16 01:06:31 PST 2014,,,24,100% (20/20),100% (20/20),100% (20/20),2870742,"don't personally know Georgina, only ever had a tiny chat on Facebook yet I'm holding back the tears looking through Instagram #RIP #Angel",negative,nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,2870742,"don't personally know Georgina, only ever had a tiny chat on Facebook yet I'm holding back the tears looking through Instagram #RIP #Angel",,
2G151RYQM3EPBP92O7KG4FTE1RKZ0S,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,20ZQ67051QKG8TOSRP317MGIF7SFZR,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:09:53 GMT 2014,Wed Jan 15 15:10:21 GMT 2014,Thu Jan 16 07:10:21 PST 2014,Wed Jan 15 07:13:15 PST 2014,,,28,100% (100/100),100% (100/100),100% (100/100),2870742,"don't personally know Georgina, only ever had a tiny chat on Facebook yet I'm holding back the tears looking through Instagram #RIP #Angel",negative,eeeeeeeeeeeennnnnnnnnnn,2870742,"don't personally know Georgina, only ever had a tiny chat on Facebook yet I'm holding back the tears looking through Instagram #RIP #Angel",,
2G151RYQM3EPBP92O7KG4FTE1RKZ0S,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,286PLSP75KLQRY6TM98QOQVJ6G2ZTL,AS809NPDW8VZ0,Approved,Wed Jan 15 16:09:40 GMT 2014,Wed Jan 15 16:11:02 GMT 2014,Thu Jan 16 08:11:02 PST 2014,Wed Jan 15 08:15:33 PST 2014,,,82,100% (79/79),100% (79/79),100% (79/79),2870742,"don't personally know Georgina, only ever had a tiny chat on Facebook yet I'm holding back the tears looking through Instagram #RIP #Angel",negative,aaaaaaaaaaaannnnnnnnnnn,2870742,"don't personally know Georgina, only ever had a tiny chat on Facebook yet I'm holding back the tears looking through Instagram #RIP #Angel",,
2G151RYQM3EPBP92O7KG4FTE1RKZ0S,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,2BUA1QP6AUC6RF3W5CSXDV0FZC270Z,A2HR7ZIX42FEPG,Approved,Wed Jan 15 18:06:15 GMT 2014,Wed Jan 15 18:06:35 GMT 2014,Thu Jan 16 10:06:35 PST 2014,Thu Jan 16 01:06:28 PST 2014,,,20,100% (59/59),100% (59/59),100% (59/59),2870742,"don't personally know Georgina, only ever had a tiny chat on Facebook yet I'm holding back the tears looking through Instagram #RIP #Angel",negative,aaaaaaaaaaaaannnnnnnnnn,2870742,"don't personally know Georgina, only ever had a tiny chat on Facebook yet I'm holding back the tears looking through Instagram #RIP #Angel",,
27M5UUKQOYGR3YODQ7FGA107ZTBFXF,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,28X8B727M0IK0M43Z5PF2VF4AU4CXI,A2HR7ZIX42FEPG,Approved,Wed Jan 15 15:49:59 GMT 2014,Wed Jan 15 15:50:18 GMT 2014,Thu Jan 16 07:50:18 PST 2014,Wed Jan 15 07:55:55 PST 2014,,,19,100% (59/59),100% (59/59),100% (59/59),5432190,"Does anyone have iPad app recommendations for 4 and 7 year olds? Games, educational, whatever? Looking for something new.",negative,eeeeeeeeeeeeeeepppp,5432190,"Does anyone have iPad app recommendations for 4 and 7 year olds? Games, educational, whatever? Looking for something new.",,
27M5UUKQOYGR3YODQ7FGA107ZTBFXF,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,2DN0FK0COK2NZ39XNJB9VRW63BOJQ4,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:18:23 GMT 2014,Wed Jan 15 15:19:17 GMT 2014,Thu Jan 16 07:19:17 PST 2014,Wed Jan 15 07:34:40 PST 2014,,,54,100% (100/100),100% (100/100),100% (100/100),5432190,"Does anyone have iPad app recommendations for 4 and 7 year olds? Games, educational, whatever? Looking for something new.",positive,eeeeeeeeeeeeeeepppp,5432190,"Does anyone have iPad app recommendations for 4 and 7 year olds? Games, educational, whatever? Looking for something new.",,
27M5UUKQOYGR3YODQ7FGA107ZTBFXF,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,2H51X3V0FK0G9MP9C0D7ZKK903CFMC,AS809NPDW8VZ0,Approved,Wed Jan 15 15:52:58 GMT 2014,Wed Jan 15 15:53:49 GMT 2014,Thu Jan 16 07:53:49 PST 2014,Wed Jan 15 07:56:17 PST 2014,,,51,100% (79/79),100% (79/79),100% (79/79),5432190,"Does anyone have iPad app recommendations for 4 and 7 year olds? Games, educational, whatever? Looking for something new.",neutral,eeeeeeeeeeeeaaaaaaa,5432190,"Does anyone have iPad app recommendations for 4 and 7 year olds? Games, educational, whatever? Looking for something new.",,
27M5UUKQOYGR3YODQ7FGA107ZTBFXF,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,2U4J011K274NSB7GU5S8X46UCRUDBC,A1C2LRGS40747I,Approved,Wed Jan 15 16:28:15 GMT 2014,Wed Jan 15 16:28:50 GMT 2014,Thu Jan 16 08:28:50 PST 2014,Wed Jan 15 08:50:23 PST 2014,,,35,100% (60/60),100% (60/60),100% (60/60),5432190,"Does anyone have iPad app recommendations for 4 and 7 year olds? Games, educational, whatever? Looking for something new.",neutral,aaaaeeaaaaaaaaaaaaa,5432190,"Does anyone have iPad app recommendations for 4 and 7 year olds? Games, educational, whatever? Looking for something new.",,
2BC00OQKKA4M3UVI0TT6I0EW7AVYY1,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,286PLSP75KLQRY6TM98QOQVJ6G4TZH,AS809NPDW8VZ0,Approved,Wed Jan 15 16:33:35 GMT 2014,Wed Jan 15 16:34:29 GMT 2014,Thu Jan 16 08:34:29 PST 2014,Wed Jan 15 08:50:24 PST 2014,,,54,100% (79/79),100% (79/79),100% (79/79),2928719,Didn't mean to step on a Twitter landmine #whoputthatthere,negative,nnnnnnnnn,2928719,Didn't mean to step on a Twitter landmine #whoputthatthere,,
2BC00OQKKA4M3UVI0TT6I0EW7AVYY1,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,2CD92HECWA61O0B2AERCZ5KX457JKN,A243EWII6H58YT,Approved,Wed Jan 15 17:46:35 GMT 2014,Wed Jan 15 17:48:07 GMT 2014,Thu Jan 16 09:48:07 PST 2014,Wed Jan 15 09:55:43 PST 2014,,,92,100% (1/1),100% (1/1),100% (1/1),2928719,Didn't mean to step on a Twitter landmine #whoputthatthere,negative,nneeeennn,2928719,Didn't mean to step on a Twitter landmine #whoputthatthere,,
2BC00OQKKA4M3UVI0TT6I0EW7AVYY1,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,2Y1Z6KW4ZMA32JEHJEH0YNNV6TG7GR,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:32:55 GMT 2014,Wed Jan 15 15:33:12 GMT 2014,Thu Jan 16 07:33:12 PST 2014,Wed Jan 15 07:36:55 PST 2014,,,17,100% (100/100),100% (100/100),100% (100/100),2928719,Didn't mean to step on a Twitter landmine #whoputthatthere,neutral,eeeeeeene,2928719,Didn't mean to step on a Twitter landmine #whoputthatthere,,
